Τμήμα	Έτος	Κωδικός ΚΕΝ	Ασφαλιστικός Φορέας	Πλήθος Νοσηλειών	Συνολικό Βασικό Κόστος ΚΕΝ	Πρόσθετη Χρέωση (Υπέρβαση ΜΔΝ)	Έσοδα Χειρουργείων	Έσοδα Εργαστηριακών	Συνολικά Έσοδα
ΠΝΕΥΜΟΝΟΛΟΓΙΑ	2023	Η23Χ	Ιδιωτική Ασφάλεια	1	786.00	1048.00	0.00	0.00	1834.00
ΠΝΕΥΜΟΝΟΛΟΓΙΑ	2023	Η43Μ	Ιδιωτική Ασφάλεια	1	1813.00	0.00	1560.56	0.00	3373.56
ΠΝΕΥΜΟΝΟΛΟΓΙΑ	2023	Κ07Μα	Ιδιωτική Ασφάλεια	1	10554.00	1759.00	1135.56	66.15	13514.71
ΠΝΕΥΜΟΝΟΛΟΓΙΑ	2023	Κ31Μ	ΕΦΚΑ	1	2038.00	509.50	0.00	0.00	2547.50
ΠΝΕΥΜΟΝΟΛΟΓΙΑ	2023	Κ32Α	Ιδιωτική Ασφάλεια	1	1043.00	2086.00	1337.36	334.68	4801.04
ΠΝΕΥΜΟΝΟΛΟΓΙΑ	2023	Κ40Χ	ΕΦΚΑ	1	794.00	0.00	0.00	0.00	794.00
ΠΝΕΥΜΟΝΟΛΟΓΙΑ	2023	Λ24Α	ΕΟΠΥΥ	1	288.00	720.00	0.00	85.06	1093.06
ΠΝΕΥΜΟΝΟΛΟΓΙΑ	2023	Μ73Μ	ΕΦΚΑ	1	2249.00	374.82	1084.54	0.00	3708.36
ΠΝΕΥΜΟΝΟΛΟΓΙΑ	2023	Ν07Μ	ΕΦΚΑ	1	2513.00	1396.10	0.00	65.68	3974.78
ΠΝΕΥΜΟΝΟΛΟΓΙΑ	2023	Ν31Χ	ΕΦΚΑ	1	280.00	140.00	2096.41	0.00	2516.41
ΠΝΕΥΜΟΝΟΛΟΓΙΑ	2023	Ο10Α	ΕΦΚΑ	1	650.00	0.00	0.00	0.00	650.00
ΠΝΕΥΜΟΝΟΛΟΓΙΑ	2023	Π05Μβ	ΕΟΠΥΥ	1	2085.00	0.00	0.00	0.00	2085.00
ΠΝΕΥΜΟΝΟΛΟΓΙΑ	2023	Π46Α	ΕΦΚΑ	1	327.00	654.00	0.00	0.00	981.00
ΠΝΕΥΜΟΝΟΛΟΓΙΑ	2023	Ρ22Χ	ΕΦΚΑ	1	444.00	222.00	0.00	0.00	666.00
ΠΝΕΥΜΟΝΟΛΟΓΙΑ	2023	Τ24Α	ΕΟΠΥΥ	1	5818.00	447.54	2464.42	0.00	8729.96
ΠΝΕΥΜΟΝΟΛΟΓΙΑ	2023	Υ05Χ	ΕΦΚΑ	1	1.00	1.65	3545.79	0.00	3548.44
ΠΝΕΥΜΟΝΟΛΟΓΙΑ	2022	S20Μ	ΕΟΠΥΥ	1	2716.00	0.00	0.00	0.00	2716.00
ΠΝΕΥΜΟΝΟΛΟΓΙΑ	2022	Β04Α	ΕΟΠΥΥ	1	652.00	1956.00	0.00	0.00	2608.00
ΠΝΕΥΜΟΝΟΛΟΓΙΑ	2022	Ε06Μ	ΕΦΚΑ	1	39863.00	4240.75	0.00	0.00	44103.75
ΠΝΕΥΜΟΝΟΛΟΓΙΑ	2022	Η40Μα	Ιδιωτική Ασφάλεια	1	2654.00	884.68	0.00	0.00	3538.68
ΠΝΕΥΜΟΝΟΛΟΓΙΑ	2022	Ι22Χ	ΕΦΚΑ	1	366.00	1098.00	0.00	0.00	1464.00
ΠΝΕΥΜΟΝΟΛΟΓΙΑ	2022	Κ46Χ	Ανασφάλιστος	1	444.00	1110.00	0.00	39.52	1593.52
ΠΝΕΥΜΟΝΟΛΟΓΙΑ	2022	Μ24Α	ΕΟΠΥΥ	1	710.00	0.00	0.00	152.67	862.67
ΠΝΕΥΜΟΝΟΛΟΓΙΑ	2022	Μ61Χ	ΕΦΚΑ	1	856.00	856.00	0.00	233.19	1945.19
ΠΝΕΥΜΟΝΟΛΟΓΙΑ	2022	Ν12Μ	ΕΦΚΑ	1	539.00	0.00	4477.98	0.00	5016.98
ΠΝΕΥΜΟΝΟΛΟΓΙΑ	2022	Ο20Μ	ΕΦΚΑ	1	186.00	23.25	0.00	0.00	209.25
ΠΝΕΥΜΟΝΟΛΟΓΙΑ	2022	Π50Χ	ΕΦΚΑ	1	374.00	0.00	0.00	334.31	708.31
ΠΝΕΥΜΟΝΟΛΟΓΙΑ	2022	Σ20Μ	ΕΦΚΑ	1	7435.00	874.70	0.00	0.00	8309.70
ΠΝΕΥΜΟΝΟΛΟΓΙΑ	2022	Τ27Χ	ΕΦΚΑ	1	428.00	428.01	0.00	446.33	1302.34
ΠΝΕΥΜΟΝΟΛΟΓΙΑ	2022	Ω30Χ	ΕΦΚΑ	1	545.00	1362.50	0.00	0.00	1907.50
ΠΝΕΥΜΟΝΟΛΟΓΙΑ	2022	Ω33Α	Ιδιωτική Ασφάλεια	1	397.00	0.00	0.00	0.00	397.00
ΧΕΙΡΟΥΡΓΙΚΗ	2023	Α35Μα	ΕΦΚΑ	1	1556.00	778.00	0.00	41.66	2375.66
ΧΕΙΡΟΥΡΓΙΚΗ	2023	Β06Χ	Ιδιωτική Ασφάλεια	1	1659.00	0.00	0.00	213.30	1872.30
ΧΕΙΡΟΥΡΓΙΚΗ	2023	Δ08Χ	Ανασφάλιστος	1	791.00	791.00	0.00	362.85	1944.85
ΧΕΙΡΟΥΡΓΙΚΗ	2023	Δ10Α	ΕΦΚΑ	1	672.00	0.00	1721.51	0.00	2393.51
ΧΕΙΡΟΥΡΓΙΚΗ	2023	Δ12Χα	ΕΟΠΥΥ	1	3097.00	238.23	0.00	0.00	3335.23
ΧΕΙΡΟΥΡΓΙΚΗ	2023	Ε03Α	ΕΦΚΑ	1	50379.00	5757.60	0.00	0.00	56136.60
ΧΕΙΡΟΥΡΓΙΚΗ	2023	Η43Μ	ΕΦΚΑ	1	1813.00	1133.15	0.00	0.00	2946.15
ΧΕΙΡΟΥΡΓΙΚΗ	2023	Θ01Μ	Ιδιωτική Ασφάλεια	1	6202.00	918.80	0.00	0.00	7120.80
ΧΕΙΡΟΥΡΓΙΚΗ	2023	Ι21Α	ΕΦΚΑ	1	1089.00	871.20	0.00	99.47	2059.67
ΧΕΙΡΟΥΡΓΙΚΗ	2023	Κ19Α	ΕΦΚΑ	1	3194.00	2129.34	0.00	94.51	5417.85
ΧΕΙΡΟΥΡΓΙΚΗ	2023	Κ35Χ	Ανασφάλιστος	1	521.00	260.50	0.00	308.70	1090.20
ΧΕΙΡΟΥΡΓΙΚΗ	2023	Κ37Μ	ΕΦΚΑ	1	1198.00	199.67	0.00	223.77	1621.44
ΧΕΙΡΟΥΡΓΙΚΗ	2023	Κ41Χ	ΕΦΚΑ	1	2397.00	799.00	0.00	0.00	3196.00
ΧΕΙΡΟΥΡΓΙΚΗ	2023	Κ45Μβ	ΕΦΚΑ	1	1019.00	509.50	2857.76	0.00	4386.26
ΧΕΙΡΟΥΡΓΙΚΗ	2023	Λ04Μ	ΕΟΠΥΥ	1	1807.00	1807.00	1120.91	301.30	5036.21
ΧΕΙΡΟΥΡΓΙΚΗ	2023	Λ04Χ	ΕΦΚΑ	1	571.00	0.00	1355.24	587.97	2514.21
ΧΕΙΡΟΥΡΓΙΚΗ	2023	Λ24Α	Ανασφάλιστος	1	288.00	0.00	0.00	48.97	336.97
ΧΕΙΡΟΥΡΓΙΚΗ	2023	Ν29Μ	ΕΦΚΑ	1	123.00	82.00	0.00	163.94	368.94
ΧΕΙΡΟΥΡΓΙΚΗ	2023	Ν30Α	Ανασφάλιστος	1	420.00	0.00	4068.32	0.00	4488.32
ΧΕΙΡΟΥΡΓΙΚΗ	2023	Ν30Χ	Ιδιωτική Ασφάλεια	1	1191.00	595.50	0.00	120.42	1906.92
ΧΕΙΡΟΥΡΓΙΚΗ	2023	Ο01Α	ΕΦΚΑ	1	1395.00	1860.00	0.00	0.00	3255.00
ΧΕΙΡΟΥΡΓΙΚΗ	2023	Π01Μ	ΕΦΚΑ	1	6489.00	1442.00	0.00	221.23	8152.23
ΧΕΙΡΟΥΡΓΙΚΗ	2023	Σ04Χ	Ανασφάλιστος	1	966.00	1932.00	0.00	0.00	2898.00
ΧΕΙΡΟΥΡΓΙΚΗ	2023	Υ26Α	ΕΦΚΑ	1	440.00	0.00	0.00	319.18	759.18
ΧΕΙΡΟΥΡΓΙΚΗ	2023	Φ03Α	Ιδιωτική Ασφάλεια	1	5386.00	828.62	1268.65	66.10	7549.37
ΧΕΙΡΟΥΡΓΙΚΗ	2023	Φ22Μ	Ιδιωτική Ασφάλεια	1	2357.00	0.00	0.00	0.00	2357.00
ΧΕΙΡΟΥΡΓΙΚΗ	2023	Φ62Μ	ΕΦΚΑ	1	1183.00	0.00	0.00	0.00	1183.00
ΧΕΙΡΟΥΡΓΙΚΗ	2023	Χ20Α	ΕΟΠΥΥ	1	148.00	0.00	2752.49	0.00	2900.49
ΧΕΙΡΟΥΡΓΙΚΗ	2023	Ω05Α	ΕΦΚΑ	1	1859.00	1859.00	0.00	0.00	3718.00
ΧΕΙΡΟΥΡΓΙΚΗ	2022	S20Α	ΕΦΚΑ	1	934.00	934.00	0.00	107.88	1975.88
ΧΕΙΡΟΥΡΓΙΚΗ	2022	Α12Α	ΕΦΚΑ	1	191.00	573.00	0.00	220.68	984.68
ΧΕΙΡΟΥΡΓΙΚΗ	2022	Α21Χ	Ιδιωτική Ασφάλεια	1	1035.00	172.50	0.00	0.00	1207.50
ΧΕΙΡΟΥΡΓΙΚΗ	2022	Α32Α	ΕΦΚΑ	1	846.00	423.00	0.00	0.00	1269.00
ΧΕΙΡΟΥΡΓΙΚΗ	2022	Γ22Α	ΕΟΠΥΥ	1	257.00	257.00	0.00	0.00	514.00
ΧΕΙΡΟΥΡΓΙΚΗ	2022	Ε07Α	Ιδιωτική Ασφάλεια	1	26508.00	3118.60	0.00	0.00	29626.60
ΧΕΙΡΟΥΡΓΙΚΗ	2022	Θ08Α	Ιδιωτική Ασφάλεια	1	952.00	952.00	0.00	198.31	2102.31
ΧΕΙΡΟΥΡΓΙΚΗ	2022	Ι21Α	Ανασφάλιστος	1	1089.00	871.20	2108.22	0.00	4068.42
ΧΕΙΡΟΥΡΓΙΚΗ	2022	Κ30Χ	ΕΦΚΑ	1	447.00	0.00	0.00	295.69	742.69
ΧΕΙΡΟΥΡΓΙΚΗ	2022	Κ35Χ	ΕΦΚΑ	1	521.00	521.00	0.00	0.00	1042.00
ΧΕΙΡΟΥΡΓΙΚΗ	2022	Κ35Χ	Ιδιωτική Ασφάλεια	1	521.00	521.00	2854.42	110.19	4006.61
ΧΕΙΡΟΥΡΓΙΚΗ	2022	Κ42ΧΧ	ΕΦΚΑ	1	467.00	1167.50	0.00	483.19	2117.69
ΧΕΙΡΟΥΡΓΙΚΗ	2022	Λ02Μ	ΕΟΠΥΥ	1	1743.00	2178.75	0.00	199.91	4121.66
ΧΕΙΡΟΥΡΓΙΚΗ	2022	Μ04Χ	Ιδιωτική Ασφάλεια	1	6611.00	2203.66	0.00	98.86	8913.52
ΧΕΙΡΟΥΡΓΙΚΗ	2022	Μ11Α	Ιδιωτική Ασφάλεια	1	4045.00	0.00	0.00	0.00	4045.00
ΧΕΙΡΟΥΡΓΙΚΗ	2022	Μ32Χ	ΕΦΚΑ	1	9147.00	2032.66	0.00	161.83	11341.49
ΧΕΙΡΟΥΡΓΙΚΗ	2022	Μ64Χ	ΕΦΚΑ	1	1175.00	293.76	0.00	0.00	1468.76
ΧΕΙΡΟΥΡΓΙΚΗ	2022	Μ72Χ	Ιδιωτική Ασφάλεια	1	490.00	0.00	0.00	124.24	614.24
ΧΕΙΡΟΥΡΓΙΚΗ	2022	Ν11Α	ΕΦΚΑ	1	1331.00	0.00	0.00	0.00	1331.00
ΧΕΙΡΟΥΡΓΙΚΗ	2022	Ν22Α	ΕΟΠΥΥ	1	243.00	729.00	0.00	0.00	972.00
ΧΕΙΡΟΥΡΓΙΚΗ	2022	Ν30Μα	ΕΦΚΑ	1	3408.00	801.88	0.00	0.00	4209.88
ΧΕΙΡΟΥΡΓΙΚΗ	2022	Ν32Χ	ΕΦΚΑ	1	1183.00	1183.00	0.00	0.00	2366.00
ΧΕΙΡΟΥΡΓΙΚΗ	2022	Ν33Α	ΕΦΚΑ	1	739.00	0.00	0.00	0.00	739.00
ΧΕΙΡΟΥΡΓΙΚΗ	2022	Ν38Χ	ΕΦΚΑ	1	879.00	219.75	0.00	0.00	1098.75
ΧΕΙΡΟΥΡΓΙΚΗ	2022	Ν82Χ	Ιδιωτική Ασφάλεια	1	1416.00	0.00	1129.41	453.77	2999.18
ΧΕΙΡΟΥΡΓΙΚΗ	2022	Π03Μ	ΕΦΚΑ	1	6908.00	406.35	2152.31	0.00	9466.66
ΧΕΙΡΟΥΡΓΙΚΗ	2022	Π04Χ	ΕΦΚΑ	1	1578.00	789.00	1119.30	366.59	3852.89
ΧΕΙΡΟΥΡΓΙΚΗ	2022	Π26Α	ΕΟΠΥΥ	1	330.00	990.00	0.00	0.00	1320.00
ΧΕΙΡΟΥΡΓΙΚΗ	2022	Ρ05Χ	ΕΦΚΑ	1	214.00	35.67	0.00	162.98	412.65
ΧΕΙΡΟΥΡΓΙΚΗ	2022	Ρ24Μβ	ΕΦΚΑ	1	1401.00	1167.50	0.00	0.00	2568.50
ΧΕΙΡΟΥΡΓΙΚΗ	2022	Τ05Α	Ανασφάλιστος	1	10357.00	1534.36	0.00	0.00	11891.36
ΧΕΙΡΟΥΡΓΙΚΗ	2022	Τ25Μβ	ΕΦΚΑ	1	4145.00	0.00	0.00	0.00	4145.00
ΧΕΙΡΟΥΡΓΙΚΗ	2022	Υ05Χ	ΕΦΚΑ	1	1.00	1.65	2480.05	0.00	2482.70
ΧΕΙΡΟΥΡΓΙΚΗ	2022	Υ08Χ	ΕΟΠΥΥ	1	631.00	631.00	0.00	0.00	1262.00
ΧΕΙΡΟΥΡΓΙΚΗ	2022	Υ27Χ	ΕΦΚΑ	1	358.00	895.00	2681.55	0.00	3934.55
ΧΕΙΡΟΥΡΓΙΚΗ	2022	Φ11Μ	ΕΦΚΑ	1	3657.00	731.40	3644.61	121.52	8154.53
ΧΕΙΡΟΥΡΓΙΚΗ	2022	Φ27Χ	Ιδιωτική Ασφάλεια	1	1479.00	0.00	0.00	0.00	1479.00
ΨΥΧΙΑΤΡΙΚΗ	2023	Α01Μ	Ιδιωτική Ασφάλεια	1	4701.00	940.20	0.00	0.00	5641.20
ΨΥΧΙΑΤΡΙΚΗ	2023	Ζ21Α	Ανασφάλιστος	1	848.00	848.00	0.00	0.00	1696.00
ΨΥΧΙΑΤΡΙΚΗ	2023	Θ01Μ	ΕΦΚΑ	1	6202.00	689.10	1387.68	0.00	8278.78
ΨΥΧΙΑΤΡΙΚΗ	2023	Θ02Χ	ΕΦΚΑ	1	3515.00	1171.66	0.00	240.34	4927.00
ΨΥΧΙΑΤΡΙΚΗ	2023	Θ09Μ	ΕΟΠΥΥ	1	4895.00	1288.15	0.00	208.03	6391.18
ΨΥΧΙΑΤΡΙΚΗ	2023	Κ08Χ	ΕΦΚΑ	1	5561.00	2383.29	0.00	0.00	7944.29
ΨΥΧΙΑΤΡΙΚΗ	2023	Κ12Χ	Ιδιωτική Ασφάλεια	1	3694.00	2770.50	0.00	269.87	6734.37
ΨΥΧΙΑΤΡΙΚΗ	2023	Κ17Μ	ΕΦΚΑ	1	2892.00	2313.60	0.00	278.69	5484.29
ΨΥΧΙΑΤΡΙΚΗ	2023	Κ20Α	Ιδιωτική Ασφάλεια	1	760.00	3040.00	0.00	70.63	3870.63
ΨΥΧΙΑΤΡΙΚΗ	2023	Μ73Χ	ΕΟΠΥΥ	1	584.00	438.00	1044.99	0.00	2066.99
ΨΥΧΙΑΤΡΙΚΗ	2023	Ν02Μα	ΕΦΚΑ	1	773.00	0.00	0.00	0.00	773.00
ΨΥΧΙΑΤΡΙΚΗ	2023	Ξ01Α	ΕΦΚΑ	1	3476.00	0.00	0.00	0.00	3476.00
ΨΥΧΙΑΤΡΙΚΗ	2023	Π42Α	ΕΟΠΥΥ	1	1097.00	877.60	1162.23	0.00	3136.83
ΨΥΧΙΑΤΡΙΚΗ	2023	Τ01Α	ΕΟΠΥΥ	1	1381.00	0.00	0.00	176.07	1557.07
ΨΥΧΙΑΤΡΙΚΗ	2023	Υ02Χ	ΕΦΚΑ	1	1189.00	594.50	0.00	365.94	2149.44
ΨΥΧΙΑΤΡΙΚΗ	2023	Υ22Χ	ΕΦΚΑ	1	545.00	0.00	1634.28	0.00	2179.28
ΨΥΧΙΑΤΡΙΚΗ	2023	Φ25Χ	ΕΟΠΥΥ	1	700.00	2100.00	0.00	38.09	2838.09
ΨΥΧΙΑΤΡΙΚΗ	2023	Χ20Α	Ιδιωτική Ασφάλεια	1	148.00	148.00	2936.99	0.00	3232.99
ΨΥΧΙΑΤΡΙΚΗ	2022	Δ08Μ	ΕΦΚΑ	1	2294.00	834.20	4580.64	0.00	7708.84
ΨΥΧΙΑΤΡΙΚΗ	2022	Δ12Μ	Ιδιωτική Ασφάλεια	1	4871.00	211.78	1103.03	0.00	6185.81
ΨΥΧΙΑΤΡΙΚΗ	2022	Δ29Χ	Ιδιωτική Ασφάλεια	1	1377.00	590.13	0.00	71.29	2038.42
ΨΥΧΙΑΤΡΙΚΗ	2022	Μ31Μ	ΕΦΚΑ	1	11675.00	0.00	0.00	0.00	11675.00
ΨΥΧΙΑΤΡΙΚΗ	2022	Μ76Μ	ΕΦΚΑ	1	1292.00	553.71	2248.75	130.59	4225.05
ΨΥΧΙΑΤΡΙΚΗ	2022	Ν21Μ	Ανασφάλιστος	1	496.00	93.00	2249.19	0.00	2838.19
ΨΥΧΙΑΤΡΙΚΗ	2022	Ο04Α	ΕΦΚΑ	1	1356.00	1356.00	0.00	606.81	3318.81
ΨΥΧΙΑΤΡΙΚΗ	2022	Ρ10Μβ	Ιδιωτική Ασφάλεια	1	2688.00	896.00	0.00	0.00	3584.00
ΨΥΧΙΑΤΡΙΚΗ	2022	Ρ23Α	ΕΟΠΥΥ	1	428.00	0.00	0.00	376.61	804.61
ΨΥΧΙΑΤΡΙΚΗ	2022	Υ09Χα	ΕΟΠΥΥ	1	1919.00	0.00	0.00	306.16	2225.16
ΨΥΧΙΑΤΡΙΚΗ	2022	Υ09Χα	Ιδιωτική Ασφάλεια	1	1919.00	1439.25	0.00	227.41	3585.66
ΨΥΧΙΑΤΡΙΚΗ	2022	Χ44Α	Ανασφάλιστος	1	1152.00	658.28	0.00	0.00	1810.28
ΨΥΧΙΑΤΡΙΚΗ	2022	Ω02Χ	Ανασφάλιστος	1	1609.00	3218.00	2435.37	0.00	7262.37
ΨΥΧΙΑΤΡΙΚΗ	2022	Ω35Α	Ανασφάλιστος	1	265.00	0.00	1532.27	0.00	1797.27
